rollNo,studentName,gender,dob,bloodGroup,aadharNo,emisNo,religion,community,casteName,nationality,studentPhoto,educationType,academicType,isLateralEntry,departmentName,degreeProgram,yearStudying,currentSemesterNumber,section,batch,currentAcademicYear,selfMobileNo,selfEmail,officialEmail,fatherName,fatherMobile,fatherWorkType,fatherQualification,motherName,motherMobile,motherWorkType,motherQualification,guardianName,guardianMobile,familyIncomeAsPerCertificate,communityCertificateNo,permDoorNo,permStreet,permTaluk,permDistrict,permState,permPincode,commDoorNo,commStreet,commTaluk,commDistrict,commState,commPincode,quota,firstGraduateApplicable,firstGraduateLab,firstGraduateBook,firstGraduateErp,firstGraduateExam,firstGraduateTransport,firstGraduateHostel,firstGraduateTuition,scheme7point5Applicable,scheme7point5Lab,scheme7point5Book,scheme7point5Erp,scheme7point5Exam,scheme7point5Transport,scheme7point5Hostel,scheme7point5Tuition,pmssApplicable,pmssLab,pmssBook,pmssErp,pmssExam,pmssTransport,pmssHostel,pmssTuition,sakthiApplicable,sakthiLab,sakthiBook,sakthiErp,sakthiExam,sakthiTransport,sakthiHostel,sakthiTuition,specialApplicable,specialLab,specialBook,specialErp,specialExam,specialTransport,specialHostel,specialTuition,transportApplicable,transportRoute,transportStop,hostelApplicable,hostelBlock,hostelSharing,hostelAttached
25IT185,Student 85,Female,15-05-2005,AB+,123412341085,EMIS1085,Hindu,BC,Gounder,Indian,student85.jpg,UG,REG,FALSE,IT,BE,1,2,A,2025-2029,2025-2026,9876541085,student85@gmail.com,student85@sece.ac.in,Father 85,9876551085,Farmer,10th,Mother 85,9876561085,Homemaker,12th,,,120000,CC1085,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24ME186,Student 86,Male,15-05-2005,A-,123412341086,EMIS1086,Hindu,BC,Gounder,Indian,student86.jpg,UG,REG,FALSE,MECH,BE,2,4,A,2024-2028,2025-2026,9876541086,student86@gmail.com,student86@sece.ac.in,Father 86,9876551086,Farmer,10th,Mother 86,9876561086,Homemaker,12th,,,120000,CC1086,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
22ME187,Student 87,Male,15-05-2005,AB-,123412341087,EMIS1087,Hindu,BC,Gounder,Indian,student87.jpg,UG,REG,FALSE,MECH,BE,4,7,A,2022-2026,2025-2026,9876541087,student87@gmail.com,student87@sece.ac.in,Father 87,9876551087,Farmer,10th,Mother 87,9876561087,Homemaker,12th,,,120000,CC1087,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24CS188,Student 88,Female,15-05-2005,AB-,123412341088,EMIS1088,Hindu,BC,Gounder,Indian,student88.jpg,UG,REG,FALSE,CSE,BE,2,4,A,2024-2028,2025-2026,9876541088,student88@gmail.com,student88@sece.ac.in,Father 88,9876551088,Farmer,10th,Mother 88,9876561088,Homemaker,12th,,,120000,CC1088,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25IT189,Student 89,Male,15-05-2005,O-,123412341089,EMIS1089,Hindu,BC,Gounder,Indian,student89.jpg,UG,REG,FALSE,IT,BE,1,1,A,2025-2029,2025-2026,9876541089,student89@gmail.com,student89@sece.ac.in,Father 89,9876551089,Farmer,10th,Mother 89,9876561089,Homemaker,12th,,,120000,CC1089,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24CS190,Student 90,Female,15-05-2005,AB-,123412341090,EMIS1090,Hindu,BC,Gounder,Indian,student90.jpg,UG,REG,FALSE,CSE,BE,2,4,A,2024-2028,2025-2026,9876541090,student90@gmail.com,student90@sece.ac.in,Father 90,9876551090,Farmer,10th,Mother 90,9876561090,Homemaker,12th,,,120000,CC1090,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
22IT191,Student 91,Female,15-05-2005,O+,123412341091,EMIS1091,Hindu,BC,Gounder,Indian,student91.jpg,UG,REG,FALSE,IT,BE,4,7,A,2022-2026,2025-2026,9876541091,student91@gmail.com,student91@sece.ac.in,Father 91,9876551091,Farmer,10th,Mother 91,9876561091,Homemaker,12th,,,120000,CC1091,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24ME192,Student 92,Female,15-05-2005,AB+,123412341092,EMIS1092,Hindu,BC,Gounder,Indian,student92.jpg,UG,REG,FALSE,MECH,BE,2,4,A,2024-2028,2025-2026,9876541092,student92@gmail.com,student92@sece.ac.in,Father 92,9876551092,Farmer,10th,Mother 92,9876561092,Homemaker,12th,,,120000,CC1092,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24IT193,Student 93,Female,15-05-2005,B+,123412341093,EMIS1093,Hindu,BC,Gounder,Indian,student93.jpg,UG,REG,FALSE,IT,BE,2,3,A,2024-2028,2025-2026,9876541093,student93@gmail.com,student93@sece.ac.in,Father 93,9876551093,Farmer,10th,Mother 93,9876561093,Homemaker,12th,,,120000,CC1093,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24IT194,Student 94,Male,15-05-2005,B-,123412341094,EMIS1094,Hindu,BC,Gounder,Indian,student94.jpg,UG,REG,FALSE,IT,BE,2,3,A,2024-2028,2025-2026,9876541094,student94@gmail.com,student94@sece.ac.in,Father 94,9876551094,Farmer,10th,Mother 94,9876561094,Homemaker,12th,,,120000,CC1094,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24CS195,Student 95,Female,15-05-2005,O-,123412341095,EMIS1095,Hindu,BC,Gounder,Indian,student95.jpg,UG,REG,FALSE,CSE,BE,2,3,A,2024-2028,2025-2026,9876541095,student95@gmail.com,student95@sece.ac.in,Father 95,9876551095,Farmer,10th,Mother 95,9876561095,Homemaker,12th,,,120000,CC1095,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23CS196,Student 96,Male,15-05-2005,O-,123412341096,EMIS1096,Hindu,BC,Gounder,Indian,student96.jpg,UG,REG,FALSE,CSE,BE,3,6,A,2023-2027,2025-2026,9876541096,student96@gmail.com,student96@sece.ac.in,Father 96,9876551096,Farmer,10th,Mother 96,9876561096,Homemaker,12th,,,120000,CC1096,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
22IT197,Student 97,Male,15-05-2005,A+,123412341097,EMIS1097,Hindu,BC,Gounder,Indian,student97.jpg,UG,REG,FALSE,IT,BE,4,7,A,2022-2026,2025-2026,9876541097,student97@gmail.com,student97@sece.ac.in,Father 97,9876551097,Farmer,10th,Mother 97,9876561097,Homemaker,12th,,,120000,CC1097,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
24CS198,Student 98,Female,15-05-2005,A-,123412341098,EMIS1098,Hindu,BC,Gounder,Indian,student98.jpg,UG,REG,FALSE,CSE,BE,2,3,A,2024-2028,2025-2026,9876541098,student98@gmail.com,student98@sece.ac.in,Father 98,9876551098,Farmer,10th,Mother 98,9876561098,Homemaker,12th,,,120000,CC1098,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
23ME199,Student 99,Male,15-05-2005,A-,123412341099,EMIS1099,Hindu,BC,Gounder,Indian,student99.jpg,UG,REG,FALSE,MECH,BE,3,5,A,2023-2027,2025-2026,9876541099,student99@gmail.com,student99@sece.ac.in,Father 99,9876551099,Farmer,10th,Mother 99,9876561099,Homemaker,12th,,,120000,CC1099,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
25IT200,Student 100,Female,15-05-2005,A+,123412341100,EMIS1100,Hindu,BC,Gounder,Indian,student100.jpg,UG,REG,FALSE,IT,BE,1,1,A,2025-2029,2025-2026,9876541100,student100@gmail.com,student100@sece.ac.in,Father 100,9876551100,Farmer,10th,Mother 100,9876561100,Homemaker,12th,,,120000,CC1100,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,12,Gandhi St,Gobi,Erode,Tamil Nadu,638452,Government Quota,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,,,,,,FALSE,,,FALSE,,,
